plate_id,experiment,girlboss,seedling,genotype,ATP_conc,day3_date,day3_root,day4_date,day4_root,day5_date,day5_root,day6_date,day6_root,day7_date,day7_root
1_WT_7.5_m,1,M,2,WT,7.5,9/24/2021 10:53:00,0.578,9/25/2021 11:29:00,0.873,9/26/2021 10:26:00,2.459,9/27/2021 11:40:00,4.106,9/28/2021 10:40:00,5.295
1_WT_7.5_m,1,M,3,WT,7.5,9/24/2021 10:53:00,NG,9/25/2021 11:29:00,NG,9/26/2021 10:26:00,NG,9/27/2021 11:40:00,NG,9/28/2021 10:40:00,NG
1_WT_7.5_m,1,M,4,WT,7.5,9/24/2021 10:53:00,NG,9/25/2021 11:29:00,NG,9/26/2021 10:26:00,NG,9/27/2021 11:40:00,NG,9/28/2021 10:40:00,NG
1_WT_7.5_m,1,M,5,WT,7.5,9/24/2021 10:53:00,NG,9/25/2021 11:29:00,NG,9/26/2021 10:26:00,NG,9/27/2021 11:40:00,0.844,9/28/2021 10:40:00,1.999
1_WT_7.5_m,1,M,6,WT,7.5,9/24/2021 10:53:00,NG,9/25/2021 11:29:00,NG,9/26/2021 10:26:00,NG,9/27/2021 11:40:00,NG,9/28/2021 10:40:00,NG
1_WT_7.5_m,1,M,7,WT,7.5,9/24/2021 10:53:00,NG,9/25/2021 11:29:00,NG,9/26/2021 10:26:00,NG,9/27/2021 11:40:00,0.615,9/28/2021 10:40:00,1.495
1_WT_7.5_m,1,M,8,WT,7.5,9/24/2021 10:53:00,NG,9/25/2021 11:29:00,NG,9/26/2021 10:26:00,NG,9/27/2021 11:40:00,NG,9/28/2021 10:40:00,NG
1_WT_7.5_m,1,M,9,WT,7.5,9/24/2021 10:53:00,NG,9/25/2021 11:29:00,NG,9/26/2021 10:26:00,NG,9/27/2021 11:40:00,NG,9/28/2021 10:40:00,NG
1_WT_7.5_m,1,M,10,WT,7.5,9/24/2021 10:53:00,NG,9/25/2021 11:29:00,NG,9/26/2021 10:26:00,NG,9/27/2021 11:40:00,NG,9/28/2021 10:40:00,NG
1_WT_7.5_m,1,M,11,WT,7.5,9/24/2021 10:53:00,NG,9/25/2021 11:29:00,NG,9/26/2021 10:26:00,NG,9/27/2021 11:40:00,NG,9/28/2021 10:40:00,NG
1_WT_7.5_m,1,M,12,WT,7.5,9/24/2021 10:53:00,NG,9/25/2021 11:29:00,NG,9/26/2021 10:26:00,NG,9/27/2021 11:40:00,NG,9/28/2021 10:40:00,NG
1_WT_7.5_m,1,M,13,WT,7.5,9/24/2021 10:53:00,NG,9/25/2021 11:29:00,NG,9/26/2021 10:26:00,NG,9/27/2021 11:40:00,NG,9/28/2021 10:40:00,NG
1_WT_7.5_m,1,M,14,WT,7.5,9/24/2021 10:53:00,NG,9/25/2021 11:29:00,NG,9/26/2021 10:26:00,NG,9/27/2021 11:40:00,NG,9/28/2021 10:40:00,NG
1_WT_7.5_m,1,M,15,WT,7.5,9/24/2021 10:53:00,0.649,9/25/2021 11:29:00,1.635,9/26/2021 10:26:00,3.052,9/27/2021 11:40:00,4.727,9/28/2021 10:40:00,4.8
1_WT_7.5_m,1,M,16,WT,7.5,9/24/2021 10:53:00,NG,9/25/2021 11:29:00,NG,9/26/2021 10:26:00,NG,9/27/2021 11:40:00,NG,9/28/2021 10:40:00,NG
1_WT_7.5_m,1,M,17,WT,7.5,9/24/2021 10:53:00,NG,9/25/2021 11:29:00,NG,9/26/2021 10:26:00,NG,9/27/2021 11:40:00,NG,9/28/2021 10:40:00,NG
1_WT_7.5_m,1,M,18,WT,7.5,9/24/2021 10:53:00,NG,9/25/2021 11:29:00,NG,9/26/2021 10:26:00,NG,9/27/2021 11:40:00,NG,9/28/2021 10:40:00,NG
1_WT_7.5_m,1,M,19,WT,7.5,9/24/2021 10:53:00,NG,9/25/2021 11:29:00,NG,9/26/2021 10:26:00,NG,9/27/2021 11:40:00,NG,9/28/2021 10:40:00,NG
1_WT_7.5_m,1,M,20,WT,7.5,9/24/2021 10:53:00,0.69,9/25/2021 11:29:00,1.447,9/26/2021 10:26:00,2.31,9/27/2021 11:40:00,3.974,9/28/2021 10:40:00,4.891
1_KO_controla_m,1,M,1,KO,0,9/24/2021 10:53:00,1.263,9/25/2021 11:29:00,2.445,9/26/2021 10:26:00,2.751,9/27/2021 11:40:00,3.46,9/28/2021 10:40:00,5.321
1_KO_controla_m,1,M,2,KO,0,9/24/2021 10:53:00,G,9/25/2021 11:29:00,1.855,9/26/2021 10:26:00,2.984,9/27/2021 11:40:00,3.865,9/28/2021 10:40:00,5.176
1_KO_controla_m,1,M,3,KO,0,9/24/2021 10:53:00,1.319,9/25/2021 11:29:00,2.745,9/26/2021 10:26:00,5.02,9/27/2021 11:40:00,6.139,9/28/2021 10:40:00,7.485
1_KO_controla_m,1,M,4,KO,0,9/24/2021 10:53:00,0.858,9/25/2021 11:29:00,1.747,9/26/2021 10:26:00,2.727,9/27/2021 11:40:00,4.124,9/28/2021 10:40:00,5.437
1_KO_controla_m,1,M,5,KO,0,9/24/2021 10:53:00,0.774,9/25/2021 11:29:00,1.714,9/26/2021 10:26:00,2.315,9/27/2021 11:40:00,3.733,9/28/2021 10:40:00,4.622
1_KO_controla_m,1,M,6,KO,0,9/24/2021 10:53:00,1.514,9/25/2021 11:29:00,2.272,9/26/2021 10:26:00,4.148,9/27/2021 11:40:00,5.606,9/28/2021 10:40:00,6.91
1_KO_controla_m,1,M,7,KO,0,9/24/2021 10:53:00,1.096,9/25/2021 11:29:00,2.873,9/26/2021 10:26:00,4.623,9/27/2021 11:40:00,5.719,9/28/2021 10:40:00,6.887
1_KO_controla_m,1,M,8,KO,0,9/24/2021 10:53:00,NG,9/25/2021 11:29:00,0.767,9/26/2021 10:26:00,2.946,9/27/2021 11:40:00,3.479,9/28/2021 10:40:00,4.01
1_KO_controla_m,1,M,9,KO,0,9/24/2021 10:53:00,1.179,9/25/2021 11:29:00,2.342,9/26/2021 10:26:00,3.309,9/27/2021 11:40:00,4.378,9/28/2021 10:40:00,5.259
1_KO_controla_m,1,M,10,KO,0,9/24/2021 10:53:00,0.625,9/25/2021 11:29:00,1.698,9/26/2021 10:26:00,3.206,9/27/2021 11:40:00,4.082,9/28/2021 10:40:00,5.038
1_KO_controla_m,1,M,11,KO,0,9/24/2021 10:53:00,0.943,9/25/2021 11:29:00,2.787,9/26/2021 10:26:00,3.999,9/27/2021 11:40:00,5.614,9/28/2021 10:40:00,5.773
1_KO_controla_m,1,M,12,KO,0,9/24/2021 10:53:00,1.212,9/25/2021 11:29:00,2.016,9/26/2021 10:26:00,2.018,9/27/2021 11:40:00,3.017,9/28/2021 10:40:00,4.072
1_KO_controla_m,1,M,13,KO,0,9/24/2021 10:53:00,0.634,9/25/2021 11:29:00,1.453,9/26/2021 10:26:00,3.566,9/27/2021 11:40:00,4.941,9/28/2021 10:40:00,5.762
1_KO_controla_m,1,M,14,KO,0,9/24/2021 10:53:00,1.076,9/25/2021 11:29:00,2.983,9/26/2021 10:26:00,5.329,9/27/2021 11:40:00,6.674,9/28/2021 10:40:00,7.736
1_KO_controla_m,1,M,15,KO,0,9/24/2021 10:53:00,1.247,9/25/2021 11:29:00,3.317,9/26/2021 10:26:00,4.984,9/27/2021 11:40:00,5.55,9/28/2021 10:40:00,6.59
1_KO_controla_m,1,M,16,KO,0,9/24/2021 10:53:00,0.42,9/25/2021 11:29:00,2.211,9/26/2021 10:26:00,3.172,9/27/2021 11:40:00,4.199,9/28/2021 10:40:00,5.493
1_KO_controla_m,1,M,17,KO,0,9/24/2021 10:53:00,1.017,9/25/2021 11:29:00,1.995,9/26/2021 10:26:00,2.554,9/27/2021 11:40:00,3.411,9/28/2021 10:40:00,3.936
1_KO_controla_m,1,M,18,KO,0,9/24/2021 10:53:00,1.181,9/25/2021 11:29:00,3.284,9/26/2021 10:26:00,5.307,9/27/2021 11:40:00,6.749,9/28/2021 10:40:00,7.492
1_KO_controla_m,1,M,19,KO,0,9/24/2021 10:53:00,1.175,9/25/2021 11:29:00,3.413,9/26/2021 10:26:00,4.282,9/27/2021 11:40:00,4.938,9/28/2021 10:40:00,5.661
1_KO_controla_m,1,M,20,KO,0,9/24/2021 10:53:00,G,9/25/2021 11:29:00,2.032,9/26/2021 10:26:00,3.445,9/27/2021 11:40:00,3.937,9/28/2021 10:40:00,4.076
1_KO_controla_m,1,M,21,KO,0,9/24/2021 10:53:00,0.712,9/25/2021 11:29:00,1.663,9/26/2021 10:26:00,3.119,9/27/2021 11:40:00,4.088,9/28/2021 10:40:00,4.832
1_KO_controla_m,1,M,22,KO,0,9/24/2021 10:53:00,0.96,9/25/2021 11:29:00,2.444,9/26/2021 10:26:00,4.004,9/27/2021 11:40:00,5.345,9/28/2021 10:40:00,6.217
1_KO_controla_m,1,M,23,KO,0,9/24/2021 10:53:00,0.596,9/25/2021 11:29:00,1.666,9/26/2021 10:26:00,1.843,9/27/2021 11:40:00,2.542,9/28/2021 10:40:00,3.2
1_KO_controla_m,1,M,24,KO,0,9/24/2021 10:53:00,1.006,9/25/2021 11:29:00,2.893,9/26/2021 10:26:00,2.866,9/27/2021 11:40:00,4.084,9/28/2021 10:40:00,4.961
1_KO_controla_m,1,M,25,KO,0,9/24/2021 10:53:00,0.384,9/25/2021 11:29:00,1.529,9/26/2021 10:26:00,1.671,9/27/2021 11:40:00,2.471,9/28/2021 10:40:00,3.604
1_KO_7.5_m,1,M,1,KO,7.5,9/24/2021 10:17:00,0.569,9/25/2021 11:30:00,1.466,9/26/2021 10:26:00,1.699,9/27/2021 11:40:00,2.522,9/28/2021 10:40:00,3.357
1_KO_7.5_m,1,M,2,KO,7.5,9/24/2021 10:17:00,0.164,9/25/2021 11:30:00,1.377,9/26/2021 10:26:00,2.297,9/27/2021 11:40:00,3.095,9/28/2021 10:40:00,3.957
1_KO_7.5_m,1,M,3,KO,7.5,9/24/2021 10:17:00,0.595,9/25/2021 11:30:00,1.541,9/26/2021 10:26:00,1.852,9/27/2021 11:40:00,2.534,9/28/2021 10:40:00,3.629
1_KO_7.5_m,1,M,4,KO,7.5,9/24/2021 10:17:00,0.638,9/25/2021 11:30:00,1.573,9/26/2021 10:26:00,1.445,9/27/2021 11:40:00,2.174,9/28/2021 10:40:00,2.868
1_KO_7.5_m,1,M,5,KO,7.5,9/24/2021 10:17:00,0,9/25/2021 11:30:00,1.633,9/26/2021 10:26:00,2.304,9/27/2021 11:40:00,2.765,9/28/2021 10:40:00,3.228
1_KO_7.5_m,1,M,6,KO,7.5,9/24/2021 10:17:00,0.705,9/25/2021 11:30:00,1.631,9/26/2021 10:26:00,1.961,9/27/2021 11:40:00,2.452,9/28/2021 10:40:00,3.476
1_KO_7.5_m,1,M,7,KO,7.5,9/24/2021 10:17:00,0.4,9/25/2021 11:30:00,1.063,9/26/2021 10:26:00,1.306,9/27/2021 11:40:00,1.573,9/28/2021 10:40:00,2.009
1_KO_7.5_m,1,M,8,KO,7.5,9/24/2021 10:17:00,0.623,9/25/2021 11:30:00,1.56,9/26/2021 10:26:00,2.175,9/27/2021 11:40:00,3.02,9/28/2021 10:40:00,3.595
1_KO_7.5_m,1,M,9,KO,7.5,9/24/2021 10:17:00,0.668,9/25/2021 11:30:00,0.673,9/26/2021 10:26:00,1.504,9/27/2021 11:40:00,2.746,9/28/2021 10:40:00,3.419
1_KO_7.5_m,1,M,10,KO,7.5,9/24/2021 10:17:00,G,9/25/2021 11:30:00,1.601,9/26/2021 10:26:00,1.445,9/27/2021 11:40:00,1.996,9/28/2021 10:40:00,2.473
1_KO_7.5_m,1,M,11,KO,7.5,9/24/2021 10:17:00,G,9/25/2021 11:30:00,1.238,9/26/2021 10:26:00,1.225,9/27/2021 11:40:00,1.791,9/28/2021 10:40:00,2.317
1_KO_7.5_m,1,M,12,KO,7.5,9/24/2021 10:17:00,0.756,9/25/2021 11:30:00,1.149,9/26/2021 10:26:00,1.189,9/27/2021 11:40:00,1.546,9/28/2021 10:40:00,1.885
1_KO_7.5_m,1,M,13,KO,7.5,9/24/2021 10:17:00,0.794,9/25/2021 11:30:00,1.112,9/26/2021 10:26:00,2.14,9/27/2021 11:40:00,2.875,9/28/2021 10:40:00,3.647
1_KO_7.5_m,1,M,14,KO,7.5,9/24/2021 10:17:00,0.823,9/25/2021 11:30:00,1.561,9/26/2021 10:26:00,2.496,9/27/2021 11:40:00,2.583,9/28/2021 10:40:00,2.959
1_KO_7.5_m,1,M,15,KO,7.5,9/24/2021 10:17:00,0.511,9/25/2021 11:30:00,1.397,9/26/2021 10:26:00,1.784,9/27/2021 11:40:00,2.109,9/28/2021 10:40:00,2.527
1_KO_7.5_m,1,M,16,KO,7.5,9/24/2021 10:17:00,0.68,9/25/2021 11:30:00,1.236,9/26/2021 10:26:00,1.576,9/27/2021 11:40:00,2.244,9/28/2021 10:40:00,2.803
1_KO_7.5_m,1,M,17,KO,7.5,9/24/2021 10:17:00,NG,9/25/2021 11:30:00,1.477,9/26/2021 10:26:00,1.933,9/27/2021 11:40:00,2.659,9/28/2021 10:40:00,3.324
1_KO_7.5_m,1,M,18,KO,7.5,9/24/2021 10:17:00,0.88,9/25/2021 11:30:00,1.622,9/26/2021 10:26:00,2.575,9/27/2021 11:40:00,2.918,9/28/2021 10:40:00,3.432
1_KO_7.5_m,1,M,19,KO,7.5,9/24/2021 10:17:00,0.622,9/25/2021 11:30:00,1.242,9/26/2021 10:26:00,1.708,9/27/2021 11:40:00,2.285,9/28/2021 10:40:00,2.987
1_KO_7.5_m,1,M,20,KO,7.5,9/24/2021 10:17:00,G,9/25/2021 11:30:00,1.126,9/26/2021 10:26:00,1.741,9/27/2021 11:40:00,2.649,9/28/2021 10:40:00,3.523
1_KO_7.5_m,1,M,21,KO,7.5,9/24/2021 10:17:00,0.584,9/25/2021 11:30:00,1.504,9/26/2021 10:26:00,2.306,9/27/2021 11:40:00,2.724,9/28/2021 10:40:00,3.277
1_KO_7.5_m,1,M,22,KO,7.5,9/24/2021 10:17:00,0.816,9/25/2021 11:30:00,1.421,9/26/2021 10:26:00,1.901,9/27/2021 11:40:00,2.549,9/28/2021 10:40:00,3.222
1_KO_7.5_m,1,M,23,KO,7.5,9/24/2021 10:17:00,0.492,9/25/2021 11:30:00,1.07,9/26/2021 10:26:00,1.645,9/27/2021 11:40:00,2.175,9/28/2021 10:40:00,2.846
1_KO_7.5_m,1,M,24,KO,7.5,9/24/2021 10:17:00,0.541,9/25/2021 11:30:00,0.666,9/26/2021 10:26:00,0.939,9/27/2021 11:40:00,1.48,9/28/2021 10:40:00,1.877
1_KO_7.5_m,1,M,25,KO,7.5,9/24/2021 10:17:00,0.573,9/25/2021 11:30:00,1.445,9/26/2021 10:26:00,1.739,9/27/2021 11:40:00,2.64,9/28/2021 10:40:00,2.881
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
